continent,location,date,population
North America,El Salvador,07/23/2020,6486201
North America,El Salvador,07/24/2020,6486201
North America,El Salvador,07/25/2020,6486201
North America,El Salvador,07/26/2020,6486201
North America,El Salvador,07/27/2020,6486201
North America,El Salvador,07/28/2020,6486201
North America,El Salvador,07/29/2020,6486201
North America,El Salvador,07/30/2020,6486201
North America,El Salvador,07/31/2020,6486201
North America,El Salvador,08/01/2020,6486201
North America,El Salvador,08/02/2020,6486201
North America,El Salvador,08/03/2020,6486201
North America,El Salvador,08/04/2020,6486201
North America,El Salvador,08/05/2020,6486201
North America,El Salvador,08/06/2020,6486201
North America,El Salvador,08/07/2020,6486201
North America,El Salvador,08/08/2020,6486201
North America,El Salvador,08/09/2020,6486201
North America,El Salvador,08/10/2020,6486201
North America,El Salvador,08/11/2020,6486201
North America,El Salvador,08/12/2020,6486201
North America,El Salvador,08/13/2020,6486201
North America,El Salvador,08/14/2020,6486201
North America,El Salvador,08/15/2020,6486201
North America,El Salvador,08/16/2020,6486201
North America,El Salvador,08/17/2020,6486201
North America,El Salvador,08/18/2020,6486201
North America,El Salvador,08/19/2020,6486201
North America,El Salvador,08/20/2020,6486201
North America,El Salvador,08/21/2020,6486201
North America,El Salvador,08/22/2020,6486201
North America,El Salvador,08/23/2020,6486201
North America,El Salvador,08/24/2020,6486201
North America,El Salvador,08/25/2020,6486201
North America,El Salvador,08/26/2020,6486201
North America,El Salvador,08/27/2020,6486201
North America,El Salvador,08/28/2020,6486201
North America,El Salvador,08/29/2020,6486201
North America,El Salvador,08/30/2020,6486201
North America,El Salvador,08/31/2020,6486201
North America,El Salvador,09/01/2020,6486201
North America,El Salvador,09/02/2020,6486201
North America,El Salvador,09/03/2020,6486201
North America,El Salvador,09/04/2020,6486201
North America,El Salvador,09/05/2020,6486201
North America,El Salvador,09/06/2020,6486201
North America,El Salvador,09/07/2020,6486201
North America,El Salvador,09/08/2020,6486201
North America,El Salvador,09/09/2020,6486201
North America,El Salvador,09/10/2020,6486201
North America,El Salvador,09/11/2020,6486201
North America,El Salvador,09/12/2020,6486201
North America,El Salvador,09/13/2020,6486201
North America,El Salvador,09/14/2020,6486201
North America,El Salvador,09/15/2020,6486201
North America,El Salvador,09/16/2020,6486201
North America,El Salvador,09/17/2020,6486201
North America,El Salvador,09/18/2020,6486201
North America,El Salvador,09/19/2020,6486201
North America,El Salvador,09/20/2020,6486201
North America,El Salvador,09/21/2020,6486201
North America,El Salvador,09/22/2020,6486201
North America,El Salvador,09/23/2020,6486201
North America,El Salvador,09/24/2020,6486201
North America,El Salvador,09/25/2020,6486201
North America,El Salvador,09/26/2020,6486201
North America,El Salvador,09/27/2020,6486201
North America,El Salvador,09/28/2020,6486201
North America,El Salvador,09/29/2020,6486201
North America,El Salvador,09/30/2020,6486201
North America,El Salvador,10/01/2020,6486201
North America,El Salvador,10/02/2020,6486201
North America,El Salvador,10/03/2020,6486201
North America,El Salvador,10/04/2020,6486201
North America,El Salvador,10/05/2020,6486201
North America,El Salvador,10/06/2020,6486201
North America,El Salvador,10/07/2020,6486201
North America,El Salvador,10/08/2020,6486201
North America,El Salvador,10/09/2020,6486201
North America,El Salvador,10/10/2020,6486201
North America,El Salvador,10/11/2020,6486201
North America,El Salvador,10/12/2020,6486201
North America,El Salvador,10/13/2020,6486201
North America,El Salvador,10/14/2020,6486201
North America,El Salvador,10/15/2020,6486201
North America,El Salvador,10/16/2020,6486201
North America,El Salvador,10/17/2020,6486201
North America,El Salvador,10/18/2020,6486201
North America,El Salvador,10/19/2020,6486201
North America,El Salvador,10/20/2020,6486201
North America,El Salvador,10/21/2020,6486201
North America,El Salvador,10/22/2020,6486201
North America,El Salvador,10/23/2020,6486201
North America,El Salvador,10/24/2020,6486201
North America,El Salvador,10/25/2020,6486201
North America,El Salvador,10/26/2020,6486201
North America,El Salvador,10/27/2020,6486201
North America,El Salvador,10/28/2020,6486201
North America,El Salvador,10/29/2020,6486201
North America,El Salvador,10/30/2020,6486201
North America,El Salvador,10/31/2020,6486201
North America,El Salvador,11/01/2020,6486201
North America,El Salvador,11/02/2020,6486201
North America,El Salvador,11/03/2020,6486201
North America,El Salvador,11/04/2020,6486201
North America,El Salvador,11/05/2020,6486201
North America,El Salvador,11/06/2020,6486201
North America,El Salvador,11/07/2020,6486201
North America,El Salvador,11/08/2020,6486201
North America,El Salvador,11/09/2020,6486201
North America,El Salvador,11/10/2020,6486201
North America,El Salvador,11/11/2020,6486201
North America,El Salvador,11/12/2020,6486201
North America,El Salvador,11/13/2020,6486201
North America,El Salvador,11/14/2020,6486201
North America,El Salvador,11/15/2020,6486201
North America,El Salvador,11/16/2020,6486201
North America,El Salvador,11/17/2020,6486201
North America,El Salvador,11/18/2020,6486201
North America,El Salvador,11/19/2020,6486201
North America,El Salvador,11/20/2020,6486201
North America,El Salvador,11/21/2020,6486201
North America,El Salvador,11/22/2020,6486201
North America,El Salvador,11/23/2020,6486201
North America,El Salvador,11/24/2020,6486201
North America,El Salvador,11/25/2020,6486201
North America,El Salvador,11/26/2020,6486201
North America,El Salvador,11/27/2020,6486201
North America,El Salvador,11/28/2020,6486201
North America,El Salvador,11/29/2020,6486201
North America,El Salvador,11/30/2020,6486201
North America,El Salvador,12/01/2020,6486201
North America,El Salvador,12/02/2020,6486201
North America,El Salvador,12/03/2020,6486201
North America,El Salvador,12/04/2020,6486201
North America,El Salvador,12/05/2020,6486201
North America,El Salvador,12/06/2020,6486201
North America,El Salvador,12/07/2020,6486201
North America,El Salvador,12/08/2020,6486201
North America,El Salvador,12/09/2020,6486201
North America,El Salvador,12/10/2020,6486201
North America,El Salvador,12/11/2020,6486201
North America,El Salvador,12/12/2020,6486201
North America,El Salvador,12/13/2020,6486201
North America,El Salvador,12/14/2020,6486201
North America,El Salvador,12/15/2020,6486201
North America,El Salvador,12/16/2020,6486201
North America,El Salvador,12/17/2020,6486201
North America,El Salvador,12/18/2020,6486201
North America,El Salvador,12/19/2020,6486201
North America,El Salvador,12/20/2020,6486201
North America,El Salvador,12/21/2020,6486201
North America,El Salvador,12/22/2020,6486201
North America,El Salvador,12/23/2020,6486201
North America,El Salvador,12/24/2020,6486201
North America,El Salvador,12/25/2020,6486201
North America,El Salvador,12/26/2020,6486201
North America,El Salvador,12/27/2020,6486201
North America,El Salvador,12/28/2020,6486201
North America,El Salvador,12/29/2020,6486201
North America,El Salvador,12/30/2020,6486201
North America,El Salvador,12/31/2020,6486201
North America,El Salvador,01/01/2021,6486201
North America,El Salvador,01/02/2021,6486201
North America,El Salvador,01/03/2021,6486201
North America,El Salvador,01/04/2021,6486201
North America,El Salvador,01/05/2021,6486201
North America,El Salvador,01/06/2021,6486201
North America,El Salvador,01/07/2021,6486201
North America,El Salvador,01/08/2021,6486201
North America,El Salvador,01/09/2021,6486201
North America,El Salvador,01/10/2021,6486201
North America,El Salvador,01/11/2021,6486201
North America,El Salvador,01/12/2021,6486201
North America,El Salvador,01/13/2021,6486201
North America,El Salvador,01/14/2021,6486201
North America,El Salvador,01/15/2021,6486201
North America,El Salvador,01/16/2021,6486201
North America,El Salvador,01/17/2021,6486201
North America,El Salvador,01/18/2021,6486201
North America,El Salvador,01/19/2021,6486201
North America,El Salvador,01/20/2021,6486201
North America,El Salvador,01/21/2021,6486201
North America,El Salvador,01/22/2021,6486201
North America,El Salvador,01/23/2021,6486201
North America,El Salvador,01/24/2021,6486201
North America,El Salvador,01/25/2021,6486201
North America,El Salvador,01/26/2021,6486201
North America,El Salvador,01/27/2021,6486201
North America,El Salvador,01/28/2021,6486201
North America,El Salvador,01/29/2021,6486201
North America,El Salvador,01/30/2021,6486201
North America,El Salvador,01/31/2021,6486201
North America,El Salvador,02/01/2021,6486201
North America,El Salvador,02/02/2021,6486201
North America,El Salvador,02/03/2021,6486201
North America,El Salvador,02/04/2021,6486201
North America,El Salvador,02/05/2021,6486201
North America,El Salvador,02/06/2021,6486201
North America,El Salvador,02/07/2021,6486201
North America,El Salvador,02/08/2021,6486201
North America,El Salvador,02/09/2021,6486201
North America,El Salvador,02/10/2021,6486201
North America,El Salvador,02/11/2021,6486201
North America,El Salvador,02/12/2021,6486201
North America,El Salvador,02/13/2021,6486201
North America,El Salvador,02/14/2021,6486201
North America,El Salvador,02/15/2021,6486201
North America,El Salvador,02/16/2021,6486201
North America,El Salvador,02/17/2021,6486201
North America,El Salvador,02/18/2021,6486201
North America,El Salvador,02/19/2021,6486201
North America,El Salvador,02/20/2021,6486201
North America,El Salvador,02/21/2021,6486201
North America,El Salvador,02/22/2021,6486201
North America,El Salvador,02/23/2021,6486201
North America,El Salvador,02/24/2021,6486201
North America,El Salvador,02/25/2021,6486201
North America,El Salvador,02/26/2021,6486201
North America,El Salvador,02/27/2021,6486201
North America,El Salvador,02/28/2021,6486201
North America,El Salvador,03/01/2021,6486201
North America,El Salvador,03/02/2021,6486201
North America,El Salvador,03/03/2021,6486201
North America,El Salvador,03/04/2021,6486201
North America,El Salvador,03/05/2021,6486201
North America,El Salvador,03/06/2021,6486201
North America,El Salvador,03/07/2021,6486201
North America,El Salvador,03/08/2021,6486201
North America,El Salvador,03/09/2021,6486201
North America,El Salvador,03/10/2021,6486201
North America,El Salvador,03/11/2021,6486201
North America,El Salvador,03/12/2021,6486201
North America,El Salvador,03/13/2021,6486201
North America,El Salvador,03/14/2021,6486201
North America,El Salvador,03/15/2021,6486201
North America,El Salvador,03/16/2021,6486201
North America,El Salvador,03/17/2021,6486201
North America,El Salvador,03/18/2021,6486201
North America,El Salvador,03/19/2021,6486201
North America,El Salvador,03/20/2021,6486201
North America,El Salvador,03/21/2021,6486201
North America,El Salvador,03/22/2021,6486201
North America,El Salvador,03/23/2021,6486201
North America,El Salvador,03/24/2021,6486201
North America,El Salvador,03/25/2021,6486201
North America,El Salvador,03/26/2021,6486201
North America,El Salvador,03/27/2021,6486201
North America,El Salvador,03/28/2021,6486201
North America,El Salvador,03/29/2021,6486201
North America,El Salvador,03/30/2021,6486201
North America,El Salvador,03/31/2021,6486201
North America,El Salvador,04/01/2021,6486201
North America,El Salvador,04/02/2021,6486201
North America,El Salvador,04/03/2021,6486201
North America,El Salvador,04/04/2021,6486201
North America,El Salvador,04/05/2021,6486201
North America,El Salvador,04/06/2021,6486201
North America,El Salvador,04/07/2021,6486201
North America,El Salvador,04/08/2021,6486201
North America,El Salvador,04/09/2021,6486201
North America,El Salvador,04/10/2021,6486201
North America,El Salvador,04/11/2021,6486201
North America,El Salvador,04/12/2021,6486201
North America,El Salvador,04/13/2021,6486201
North America,El Salvador,04/14/2021,6486201
North America,El Salvador,04/15/2021,6486201
North America,El Salvador,04/16/2021,6486201
North America,El Salvador,04/17/2021,6486201
North America,El Salvador,04/18/2021,6486201
North America,El Salvador,04/19/2021,6486201
North America,El Salvador,04/20/2021,6486201
North America,El Salvador,04/21/2021,6486201
North America,El Salvador,04/22/2021,6486201
North America,El Salvador,04/23/2021,6486201
North America,El Salvador,04/24/2021,6486201
North America,El Salvador,04/25/2021,6486201
North America,El Salvador,04/26/2021,6486201
North America,El Salvador,04/27/2021,6486201
North America,El Salvador,04/28/2021,6486201
North America,El Salvador,04/29/2021,6486201
North America,El Salvador,04/30/2021,6486201
Africa,Equatorial Guinea,03/15/2020,1402985
Africa,Equatorial Guinea,03/16/2020,1402985
Africa,Equatorial Guinea,03/17/2020,1402985
Africa,Equatorial Guinea,03/18/2020,1402985
Africa,Equatorial Guinea,03/19/2020,1402985
Africa,Equatorial Guinea,03/20/2020,1402985
Africa,Equatorial Guinea,03/21/2020,1402985
Africa,Equatorial Guinea,03/22/2020,1402985
Africa,Equatorial Guinea,03/23/2020,1402985
Africa,Equatorial Guinea,03/24/2020,1402985
Africa,Equatorial Guinea,03/25/2020,1402985
Africa,Equatorial Guinea,03/26/2020,1402985
Africa,Equatorial Guinea,03/27/2020,1402985
Africa,Equatorial Guinea,03/28/2020,1402985
Africa,Equatorial Guinea,03/29/2020,1402985
Africa,Equatorial Guinea,03/30/2020,1402985
Africa,Equatorial Guinea,03/31/2020,1402985
Africa,Equatorial Guinea,04/01/2020,1402985
Africa,Equatorial Guinea,04/02/2020,1402985
Africa,Equatorial Guinea,04/03/2020,1402985
Africa,Equatorial Guinea,04/04/2020,1402985
Africa,Equatorial Guinea,04/05/2020,1402985
Africa,Equatorial Guinea,04/06/2020,1402985
Africa,Equatorial Guinea,04/07/2020,1402985
Africa,Equatorial Guinea,04/08/2020,1402985
Africa,Equatorial Guinea,04/09/2020,1402985
Africa,Equatorial Guinea,04/10/2020,1402985
Africa,Equatorial Guinea,04/11/2020,1402985
Africa,Equatorial Guinea,04/12/2020,1402985
Africa,Equatorial Guinea,04/13/2020,1402985
Africa,Equatorial Guinea,04/14/2020,1402985
Africa,Equatorial Guinea,04/15/2020,1402985
Africa,Equatorial Guinea,04/16/2020,1402985
Africa,Equatorial Guinea,04/17/2020,1402985
Africa,Equatorial Guinea,04/18/2020,1402985
Africa,Equatorial Guinea,04/19/2020,1402985
Africa,Equatorial Guinea,04/20/2020,1402985
Africa,Equatorial Guinea,04/21/2020,1402985
Africa,Equatorial Guinea,04/22/2020,1402985
Africa,Equatorial Guinea,04/23/2020,1402985
Africa,Equatorial Guinea,04/24/2020,1402985
Africa,Equatorial Guinea,04/25/2020,1402985
Africa,Equatorial Guinea,04/26/2020,1402985
Africa,Equatorial Guinea,04/27/2020,1402985
Africa,Equatorial Guinea,04/28/2020,1402985
Africa,Equatorial Guinea,04/29/2020,1402985
Africa,Equatorial Guinea,04/30/2020,1402985
Africa,Equatorial Guinea,05/01/2020,1402985
Africa,Equatorial Guinea,05/02/2020,1402985
Africa,Equatorial Guinea,05/03/2020,1402985
Africa,Equatorial Guinea,05/04/2020,1402985
Africa,Equatorial Guinea,05/05/2020,1402985
Africa,Equatorial Guinea,05/06/2020,1402985
Africa,Equatorial Guinea,05/07/2020,1402985
Africa,Equatorial Guinea,05/08/2020,1402985
Africa,Equatorial Guinea,05/09/2020,1402985
Africa,Equatorial Guinea,05/10/2020,1402985
Africa,Equatorial Guinea,05/11/2020,1402985
Africa,Equatorial Guinea,05/12/2020,1402985
Africa,Equatorial Guinea,05/13/2020,1402985
Africa,Equatorial Guinea,05/14/2020,1402985
Africa,Equatorial Guinea,05/15/2020,1402985
Africa,Equatorial Guinea,05/16/2020,1402985
Africa,Equatorial Guinea,05/17/2020,1402985
Africa,Equatorial Guinea,05/18/2020,1402985
Africa,Equatorial Guinea,05/19/2020,1402985
Africa,Equatorial Guinea,05/20/2020,1402985
Africa,Equatorial Guinea,05/21/2020,1402985
Africa,Equatorial Guinea,05/22/2020,1402985
Africa,Equatorial Guinea,05/23/2020,1402985
Africa,Equatorial Guinea,05/24/2020,1402985
Africa,Equatorial Guinea,05/25/2020,1402985
Africa,Equatorial Guinea,05/26/2020,1402985
Africa,Equatorial Guinea,05/27/2020,1402985
Africa,Equatorial Guinea,05/28/2020,1402985
Africa,Equatorial Guinea,05/29/2020,1402985
Africa,Equatorial Guinea,05/30/2020,1402985
Africa,Equatorial Guinea,05/31/2020,1402985
Africa,Equatorial Guinea,06/01/2020,1402985
Africa,Equatorial Guinea,06/02/2020,1402985
Africa,Equatorial Guinea,06/03/2020,1402985
Africa,Equatorial Guinea,06/04/2020,1402985
Africa,Equatorial Guinea,06/05/2020,1402985
Africa,Equatorial Guinea,06/06/2020,1402985
Africa,Equatorial Guinea,06/07/2020,1402985
Africa,Equatorial Guinea,06/08/2020,1402985
Africa,Equatorial Guinea,06/09/2020,1402985
Africa,Equatorial Guinea,06/10/2020,1402985
Africa,Equatorial Guinea,06/11/2020,1402985
Africa,Equatorial Guinea,06/12/2020,1402985
Africa,Equatorial Guinea,06/13/2020,1402985
Africa,Equatorial Guinea,06/14/2020,1402985
Africa,Equatorial Guinea,06/15/2020,1402985
Africa,Equatorial Guinea,06/16/2020,1402985
Africa,Equatorial Guinea,06/17/2020,1402985
Africa,Equatorial Guinea,06/18/2020,1402985
Africa,Equatorial Guinea,06/19/2020,1402985
Africa,Equatorial Guinea,06/20/2020,1402985
Africa,Equatorial Guinea,06/21/2020,1402985
Africa,Equatorial Guinea,06/22/2020,1402985
Africa,Equatorial Guinea,06/23/2020,1402985
Africa,Equatorial Guinea,06/24/2020,1402985
Africa,Equatorial Guinea,06/25/2020,1402985
Africa,Equatorial Guinea,06/26/2020,1402985
Africa,Equatorial Guinea,06/27/2020,1402985
Africa,Equatorial Guinea,06/28/2020,1402985
Africa,Equatorial Guinea,06/29/2020,1402985
Africa,Equatorial Guinea,06/30/2020,1402985
Africa,Equatorial Guinea,07/01/2020,1402985
Africa,Equatorial Guinea,07/02/2020,1402985
Africa,Equatorial Guinea,07/03/2020,1402985
Africa,Equatorial Guinea,07/04/2020,1402985
Africa,Equatorial Guinea,07/05/2020,1402985
Africa,Equatorial Guinea,07/06/2020,1402985
Africa,Equatorial Guinea,07/07/2020,1402985
Africa,Equatorial Guinea,07/08/2020,1402985
Africa,Equatorial Guinea,07/09/2020,1402985
Africa,Equatorial Guinea,07/10/2020,1402985
Africa,Equatorial Guinea,07/11/2020,1402985
Africa,Equatorial Guinea,07/12/2020,1402985
Africa,Equatorial Guinea,07/13/2020,1402985
Africa,Equatorial Guinea,07/14/2020,1402985
Africa,Equatorial Guinea,07/15/2020,1402985
Africa,Equatorial Guinea,07/16/2020,1402985
Africa,Equatorial Guinea,07/17/2020,1402985
Africa,Equatorial Guinea,07/18/2020,1402985
Africa,Equatorial Guinea,07/19/2020,1402985
Africa,Equatorial Guinea,07/20/2020,1402985
Africa,Equatorial Guinea,07/21/2020,1402985
Africa,Equatorial Guinea,07/22/2020,1402985
Africa,Equatorial Guinea,07/23/2020,1402985
Africa,Equatorial Guinea,07/24/2020,1402985
Africa,Equatorial Guinea,07/25/2020,1402985
Africa,Equatorial Guinea,07/26/2020,1402985
Africa,Equatorial Guinea,07/27/2020,1402985
Africa,Equatorial Guinea,07/28/2020,1402985
Africa,Equatorial Guinea,07/29/2020,1402985
Africa,Equatorial Guinea,07/30/2020,1402985
Africa,Equatorial Guinea,07/31/2020,1402985
Africa,Equatorial Guinea,08/01/2020,1402985
Africa,Equatorial Guinea,08/02/2020,1402985
Africa,Equatorial Guinea,08/03/2020,1402985
Africa,Equatorial Guinea,08/04/2020,1402985
Africa,Equatorial Guinea,08/05/2020,1402985
Africa,Equatorial Guinea,08/06/2020,1402985
Africa,Equatorial Guinea,08/07/2020,1402985
Africa,Equatorial Guinea,08/08/2020,1402985
Africa,Equatorial Guinea,08/09/2020,1402985
Africa,Equatorial Guinea,08/10/2020,1402985
Africa,Equatorial Guinea,08/11/2020,1402985
Africa,Equatorial Guinea,08/12/2020,1402985
Africa,Equatorial Guinea,08/13/2020,1402985
Africa,Equatorial Guinea,08/14/2020,1402985
Africa,Equatorial Guinea,08/15/2020,1402985
Africa,Equatorial Guinea,08/16/2020,1402985
Africa,Equatorial Guinea,08/17/2020,1402985
Africa,Equatorial Guinea,08/18/2020,1402985
Africa,Equatorial Guinea,08/19/2020,1402985
Africa,Equatorial Guinea,08/20/2020,1402985
Africa,Equatorial Guinea,08/21/2020,1402985
Africa,Equatorial Guinea,08/22/2020,1402985
Africa,Equatorial Guinea,08/23/2020,1402985
Africa,Equatorial Guinea,08/24/2020,1402985
Africa,Equatorial Guinea,08/25/2020,1402985
Africa,Equatorial Guinea,08/26/2020,1402985
Africa,Equatorial Guinea,08/27/2020,1402985
Africa,Equatorial Guinea,08/28/2020,1402985
Africa,Equatorial Guinea,08/29/2020,1402985
Africa,Equatorial Guinea,08/30/2020,1402985
Africa,Equatorial Guinea,08/31/2020,1402985
Africa,Equatorial Guinea,09/01/2020,1402985
Africa,Equatorial Guinea,09/02/2020,1402985
Africa,Equatorial Guinea,09/03/2020,1402985
Africa,Equatorial Guinea,09/04/2020,1402985
Africa,Equatorial Guinea,09/05/2020,1402985
Africa,Equatorial Guinea,09/06/2020,1402985
Africa,Equatorial Guinea,09/07/2020,1402985
Africa,Equatorial Guinea,09/08/2020,1402985
Africa,Equatorial Guinea,09/09/2020,1402985
Africa,Equatorial Guinea,09/10/2020,1402985
Africa,Equatorial Guinea,09/11/2020,1402985
Africa,Equatorial Guinea,09/12/2020,1402985
Africa,Equatorial Guinea,09/13/2020,1402985
Africa,Equatorial Guinea,09/14/2020,1402985
Africa,Equatorial Guinea,09/15/2020,1402985
Africa,Equatorial Guinea,09/16/2020,1402985
Africa,Equatorial Guinea,09/17/2020,1402985
Africa,Equatorial Guinea,09/18/2020,1402985
Africa,Equatorial Guinea,09/19/2020,1402985
Africa,Equatorial Guinea,09/20/2020,1402985
Africa,Equatorial Guinea,09/21/2020,1402985
Africa,Equatorial Guinea,09/22/2020,1402985
Africa,Equatorial Guinea,09/23/2020,1402985
Africa,Equatorial Guinea,09/24/2020,1402985
Africa,Equatorial Guinea,09/25/2020,1402985
Africa,Equatorial Guinea,09/26/2020,1402985
Africa,Equatorial Guinea,09/27/2020,1402985
Africa,Equatorial Guinea,09/28/2020,1402985
Africa,Equatorial Guinea,09/29/2020,1402985
Africa,Equatorial Guinea,09/30/2020,1402985
Africa,Equatorial Guinea,10/01/2020,1402985
Africa,Equatorial Guinea,10/02/2020,1402985
Africa,Equatorial Guinea,10/03/2020,1402985
Africa,Equatorial Guinea,10/04/2020,1402985
Africa,Equatorial Guinea,10/05/2020,1402985
Africa,Equatorial Guinea,10/06/2020,1402985
Africa,Equatorial Guinea,10/07/2020,1402985
Africa,Equatorial Guinea,10/08/2020,1402985
Africa,Equatorial Guinea,10/09/2020,1402985
Africa,Equatorial Guinea,10/10/2020,1402985
Africa,Equatorial Guinea,10/11/2020,1402985
Africa,Equatorial Guinea,10/12/2020,1402985
Africa,Equatorial Guinea,10/13/2020,1402985
Africa,Equatorial Guinea,10/14/2020,1402985
Africa,Equatorial Guinea,10/15/2020,1402985
Africa,Equatorial Guinea,10/16/2020,1402985
Africa,Equatorial Guinea,10/17/2020,1402985
Africa,Equatorial Guinea,10/18/2020,1402985
Africa,Equatorial Guinea,10/19/2020,1402985
Africa,Equatorial Guinea,10/20/2020,1402985
Africa,Equatorial Guinea,10/21/2020,1402985
Africa,Equatorial Guinea,10/22/2020,1402985
Africa,Equatorial Guinea,10/23/2020,1402985
Africa,Equatorial Guinea,10/24/2020,1402985
Africa,Equatorial Guinea,10/25/2020,1402985
Africa,Equatorial Guinea,10/26/2020,1402985
Africa,Equatorial Guinea,10/27/2020,1402985
Africa,Equatorial Guinea,10/28/2020,1402985
Africa,Equatorial Guinea,10/29/2020,1402985
Africa,Equatorial Guinea,10/30/2020,1402985
Africa,Equatorial Guinea,10/31/2020,1402985
Africa,Equatorial Guinea,11/01/2020,1402985
Africa,Equatorial Guinea,11/02/2020,1402985
Africa,Equatorial Guinea,11/03/2020,1402985
Africa,Equatorial Guinea,11/04/2020,1402985
Africa,Equatorial Guinea,11/05/2020,1402985
Africa,Equatorial Guinea,11/06/2020,1402985
Africa,Equatorial Guinea,11/07/2020,1402985
Africa,Equatorial Guinea,11/08/2020,1402985
Africa,Equatorial Guinea,11/09/2020,1402985
Africa,Equatorial Guinea,11/10/2020,1402985
Africa,Equatorial Guinea,11/11/2020,1402985
Africa,Equatorial Guinea,11/12/2020,1402985
Africa,Equatorial Guinea,11/13/2020,1402985
Africa,Equatorial Guinea,11/14/2020,1402985
Africa,Equatorial Guinea,11/15/2020,1402985
Africa,Equatorial Guinea,11/16/2020,1402985
Africa,Equatorial Guinea,11/17/2020,1402985
Africa,Equatorial Guinea,11/18/2020,1402985
Africa,Equatorial Guinea,11/19/2020,1402985
Africa,Equatorial Guinea,11/20/2020,1402985
Africa,Equatorial Guinea,11/21/2020,1402985
Africa,Equatorial Guinea,11/22/2020,1402985
Africa,Equatorial Guinea,11/23/2020,1402985
Africa,Equatorial Guinea,11/24/2020,1402985
Africa,Equatorial Guinea,11/25/2020,1402985
Africa,Equatorial Guinea,11/26/2020,1402985
Africa,Equatorial Guinea,11/27/2020,1402985
Africa,Equatorial Guinea,11/28/2020,1402985
Africa,Equatorial Guinea,11/29/2020,1402985
Africa,Equatorial Guinea,11/30/2020,1402985
Africa,Equatorial Guinea,12/01/2020,1402985
Africa,Equatorial Guinea,12/02/2020,1402985
Africa,Equatorial Guinea,12/03/2020,1402985
Africa,Equatorial Guinea,12/04/2020,1402985
Africa,Equatorial Guinea,12/05/2020,1402985
Africa,Equatorial Guinea,12/06/2020,1402985
Africa,Equatorial Guinea,12/07/2020,1402985
Africa,Equatorial Guinea,12/08/2020,1402985
Africa,Equatorial Guinea,12/09/2020,1402985
Africa,Equatorial Guinea,12/10/2020,1402985
Africa,Equatorial Guinea,12/11/2020,1402985
Africa,Equatorial Guinea,12/12/2020,1402985
Africa,Equatorial Guinea,12/13/2020,1402985
Africa,Equatorial Guinea,12/14/2020,1402985
Africa,Equatorial Guinea,12/15/2020,1402985
Africa,Equatorial Guinea,12/16/2020,1402985
Africa,Equatorial Guinea,12/17/2020,1402985
Africa,Equatorial Guinea,12/18/2020,1402985
Africa,Equatorial Guinea,12/19/2020,1402985
Africa,Equatorial Guinea,12/20/2020,1402985
Africa,Equatorial Guinea,12/21/2020,1402985
Africa,Equatorial Guinea,12/22/2020,1402985
Africa,Equatorial Guinea,12/23/2020,1402985
Africa,Equatorial Guinea,12/24/2020,1402985
Africa,Equatorial Guinea,12/25/2020,1402985
Africa,Equatorial Guinea,12/26/2020,1402985
Africa,Equatorial Guinea,12/27/2020,1402985
Africa,Equatorial Guinea,12/28/2020,1402985
Africa,Equatorial Guinea,12/29/2020,1402985
Africa,Equatorial Guinea,12/30/2020,1402985
Africa,Equatorial Guinea,12/31/2020,1402985
Africa,Equatorial Guinea,01/01/2021,1402985
Africa,Equatorial Guinea,01/02/2021,1402985
Africa,Equatorial Guinea,01/03/2021,1402985
Africa,Equatorial Guinea,01/04/2021,1402985
Africa,Equatorial Guinea,01/05/2021,1402985
Africa,Equatorial Guinea,01/06/2021,1402985
Africa,Equatorial Guinea,01/07/2021,1402985
Africa,Equatorial Guinea,01/08/2021,1402985
Africa,Equatorial Guinea,01/09/2021,1402985
Africa,Equatorial Guinea,01/10/2021,1402985
Africa,Equatorial Guinea,01/11/2021,1402985
Africa,Equatorial Guinea,01/12/2021,1402985
Africa,Equatorial Guinea,01/13/2021,1402985
Africa,Equatorial Guinea,01/14/2021,1402985
Africa,Equatorial Guinea,01/15/2021,1402985
Africa,Equatorial Guinea,01/16/2021,1402985
Africa,Equatorial Guinea,01/17/2021,1402985
Africa,Equatorial Guinea,01/18/2021,1402985
Africa,Equatorial Guinea,01/19/2021,1402985
Africa,Equatorial Guinea,01/20/2021,1402985
Africa,Equatorial Guinea,01/21/2021,1402985
Africa,Equatorial Guinea,01/22/2021,1402985
Africa,Equatorial Guinea,01/23/2021,1402985
Africa,Equatorial Guinea,01/24/2021,1402985
Africa,Equatorial Guinea,01/25/2021,1402985
Africa,Equatorial Guinea,01/26/2021,1402985
Africa,Equatorial Guinea,01/27/2021,1402985
Africa,Equatorial Guinea,01/28/2021,1402985
Africa,Equatorial Guinea,01/29/2021,1402985
Africa,Equatorial Guinea,01/30/2021,1402985
Africa,Equatorial Guinea,01/31/2021,1402985
Africa,Equatorial Guinea,02/01/2021,1402985
Africa,Equatorial Guinea,02/02/2021,1402985
Africa,Equatorial Guinea,02/03/2021,1402985
Africa,Equatorial Guinea,02/04/2021,1402985
Africa,Equatorial Guinea,02/05/2021,1402985
Africa,Equatorial Guinea,02/06/2021,1402985
Africa,Equatorial Guinea,02/07/2021,1402985
Africa,Equatorial Guinea,02/08/2021,1402985
Africa,Equatorial Guinea,02/09/2021,1402985
Africa,Equatorial Guinea,02/10/2021,1402985
Africa,Equatorial Guinea,02/11/2021,1402985
